Fecha;Obra;% disponibilidad;Cantidad items MM;Cantidad Stock Nulo;Cantidad Menor a PP;Cantidad Mayor a PP;Cantidad mayor a Stock Maximo
17/11/2025;00341 Mov. Suelos San Luis;99%;479;3;43;337;96
25/11/2025;00341 Mov. Suelos San Luis;99%;479;7;46;334;92
20/10/2025;00365 RIO TINTO;84%;667;110;98;191;268
27/10/2025;00365 RIO TINTO;83%;667;113;100;192;262
3/11/2025;00365 RIO TINTO;90%;667;66;96;235;270
10/11/2025;00365 RIO TINTO;90%;662;66;87;234;275
17/11/2025;00365 RIO TINTO;91%;664;60;98;222;284
25/11/2025;00365 RIO TINTO;91%;664;59;93;233;279
20/10/2025;00368-YPF Acueducto TBH;98%;661;16;82;449;114
27/10/2025;00368-YPF Acueducto TBH;96%;661;24;124;401;112
3/11/2025;00368-YPF Acueducto TBH;96%;631;24;99;401;107
10/11/2025;00368-YPF Acueducto TBH;97%;616;18;84;412;102
17/11/2025;00368-YPF Acueducto TBH;97%;604;19;71;415;99
25/11/2025;00368-YPF Acueducto TBH;96%;604;23;78;407;96
20/10/2025;00374 TERMINAL PUNTA COLORADA;97%;867;24;52;667;124
27/10/2025;00374 TERMINAL PUNTA COLORADA;83%;1016;174;75;635;132
3/11/2025;00374 TERMINAL PUNTA COLORADA;83%;1024;171;40;620;193
10/11/2025;00374 TERMINAL PUNTA COLORADA;90%;1017;105;62;630;220
17/11/2025;00374 TERMINAL PUNTA COLORADA;91%;1015;94;89;629;203
25/11/2025;00374 TERMINAL PUNTA COLORADA;93%;1012;73;54;672;213
20/10/2025;00375 YPF OLEODUCTO PR-LP;95%;466;21;33;287;125
27/10/2025;00375 YPF OLEODUCTO PR-LP;98%;465;11;21;305;128
3/11/2025;00375 YPF OLEODUCTO PR-LP;97%;465;13;32;294;126
10/11/2025;00375 YPF OLEODUCTO PR-LP;94%;465;26;34;287;118
17/11/2025;00375 YPF OLEODUCTO PR-LP;96%;465;18;28;305;114
25/11/2025;00375 YPF OLEODUCTO PR-LP;97%;465;13;26;313;113
20/10/2025;0376 VELADERO FASE 8B /SAN JUAN;99%;881;12;51;671;147
27/10/2025;0376 VELADERO FASE 8B /SAN JUAN;98%;880;15;63;655;147
3/11/2025;0376 VELADERO FASE 8B /SAN JUAN;97%;885;30;93;624;138
10/11/2025;0376 VELADERO FASE 8B /SAN JUAN;97%;889;31;83;645;130
17/11/2025;0376 VELADERO FASE 8B /SAN JUAN;97%;889;23;96;646;124
25/11/2025;0376 VELADERO FASE 8B /SAN JUAN;96%;894;40;139;598;117
20/10/2025;00372 UTE 372 GEO POSCO II;85%;403;61;55;169;118
27/10/2025;00372 UTE 372 GEO POSCO II;88%;403;48;54;157;144
3/11/2025;00372 UTE 372 GEO POSCO II;92%;403;32;49;178;144
10/11/2025;00372 UTE 372 GEO POSCO II;91%;405;36;56;180;133
17/11/2025;00372 UTE 372 GEO POSCO II;93%;404;30;50;188;136
25/11/2025;00372 UTE 372 GEO POSCO II;95%;401;22;38;209;132
1/12/2025;00223 Comp Amb Santa Fe;99%;165;2;14;123;26
9/12/2025;00223 Comp Amb Santa Fe;97%;165;5;15;116;29
15/12/2025;00223 Comp Amb Santa Fe;97%;165;5;18;114;28
22/12/2025;00223 Comp Amb Santa Fe;92%;165;13;19;108;25
1/12/2025;00314 CASA Olavarría;96%;726;30;23;491;182
9/12/2025;00314 CASA Olavarría;97%;726;23;29;501;173
15/12/2025;00314 CASA Olavarría;97%;726;21;32;504;169
22/12/2025;00314 CASA Olavarría;97%;726;21;19;509;177
1/12/2025;00341 Mov. Suelos San Luis;98%;479;9;49;328;93
9/12/2025;00341 Mov. Suelos San Luis;97%;479;15;48;332;84
15/12/2025;00341 Mov. Suelos San Luis;98%;480;8;43;344;85
22/12/2025;00341 Mov. Suelos San Luis;98%;480;8;36;345;91
1/12/2025;00365 RIO TINTO;89%;714;81;161;220;252
9/12/2025;00365 RIO TINTO;87%;714;92;162;211;249
22/12/2025;00365 RIO TINTO;89%;714;75;138;233;268
1/12/2025;00368-YPF Acueducto TBH;95%;602;31;82;394;95
9/12/2025;00368-YPF Acueducto TBH;97%;592;16;76;406;94
15/12/2025;00368-YPF Acueducto TBH;97%;592;17;66;419;90
22/12/2025;00368-YPF Acueducto TBH;97%;592;19;65;414;94
1/12/2025;00374 TERMINAL PUNTA COLORADA;96%;1012;42;76;662;232
9/12/2025;00374 TERMINAL PUNTA COLORADA;95%;1013;53;80;682;198
15/12/2025;00374 TERMINAL PUNTA COLORADA;94%;1012;65;85;668;194
22/12/2025;00374 TERMINAL PUNTA COLORADA;97%;1016;27;55;738;196
1/12/2025;00375 YPF OLEODUCTO PR-LP;95%;465;25;37;290;113
9/12/2025;00375 YPF OLEODUCTO PR-LP;93%;477;32;35;293;117
15/12/2025;00375 YPF OLEODUCTO PR-LP;92%;471;36;34;291;110
22/12/2025;00375 YPF OLEODUCTO PR-LP;91%;471;41;37;284;109
1/12/2025;0376 VELADERO FASE 8B /SAN JUAN;99%;893;13;90;668;122
9/12/2025;0376 VELADERO FASE 8B /SAN JUAN;97%;894;28;152;591;123
15/12/2025;0376 VELADERO FASE 8B /SAN JUAN;97%;900;25;115;632;128
22/12/2025;0376 VELADERO FASE 8B /SAN JUAN;98%;901;17;84;676;124
1/12/2025;00372 UTE 372 GEO POSCO II;93%;399;26;40;203;130
9/12/2025;00372 UTE 372 GEO POSCO II;93%;406;28;39;217;122
15/12/2025;00372 UTE 372 GEO POSCO II;93%;405;30;38;214;123
22/12/2025;00372 UTE 372 GEO POSCO II;97%;404;14;27;233;130
12/1/2026;00223 Comp Amb Santa Fe;92%;165;14;18;106;27
12/1/2026;00314 CASA Olavarría;98%;726;18;18;511;179
12/1/2026;00341 Mov. Suelos San Luis;98%;483;9;35;334;105
12/1/2026;00365 RIO TINTO;87%;723;92;140;230;261
12/1/2026;00368-YPF Acueducto TBH;96%;592;23;106;367;96
12/1/2026;00374 TERMINAL PUNTA COLORADA;97%;1019;32;65;741;181
12/1/2026;00375 YPF OLEODUCTO PR-LP;95%;471;23;29;313;106
12/1/2026;0376 VELADERO FASE 8B /SAN JUAN;95%;906;44;125;625;112
12/1/2026;00372 UTE 372 GEO POSCO II;98%;402;10;33;240;119
15/1/2026;00223 Comp Amb Santa Fe;99%;165;2;10;123;30
15/1/2026;00314 CASA Olavarría;98%;726;18;20;509;179
15/1/2026;00341 Mov. Suelos San Luis;98%;483;12;44;326;101
15/1/2026;00365 RIO TINTO;86%;723;100;142;230;251
15/1/2026;00368-YPF Acueducto TBH;98%;592;14;97;383;98
15/1/2026;00374 TERMINAL PUNTA COLORADA;94%;1021;57;91;705;168
15/1/2026;00375 YPF OLEODUCTO PR-LP;95%;471;23;34;308;106
15/1/2026;0376 VELADERO FASE 8B /SAN JUAN;94%;932;54;128;636;114
12/1/2026;00372 UTE 372 GEO POSCO II;98%;402;10;33;240;119
19/1/2026;00223 Comp Amb Santa Fe;99%;165;2;9;124;30
19/1/2026;00314 CASA Olavarría;97%;726;20;24;506;176
19/1/2026;00341 Mov. Suelos San Luis;97%;483;13;48;318;104
19/1/2026;00365 RIO TINTO;86%;723;103;136;237;247
19/1/2026;00368-YPF Acueducto TBH;96%;592;24;105;367;96
19/1/2026;00374 TERMINAL PUNTA COLORADA;94%;1022;63;85;703;171
19/1/2026;00375 YPF OLEODUCTO PR-LP;95%;470;22;34;305;109
19/1/2026;0376 VELADERO FASE 8B /SAN JUAN;93%;932;69;152;601;110
19/1/2026;00372 UTE 372 GEO POSCO II;96%;406;17;53;225;111
22/1/2026;00223 Comp Amb Santa Fe;99%;165;2;10;123;30
22/1/2026;00314 CASA Olavarría;97%;726;20;21;507;178
22/1/2026;00341 Mov. Suelos San Luis;97%;483;14;55;316;98
22/1/2026;00365 RIO TINTO;89%;723;78;129;259;257
22/1/2026;00368-YPF Acueducto TBH;96%;592;25;115;355;97
22/1/2026;00374 TERMINAL PUNTA COLORADA;95%;1029;56;69;733;171
22/1/2026;00375 YPF OLEODUCTO PR-LP;95%;478;26;36;307;109
22/1/2026;0376 VELADERO FASE 8B /SAN JUAN;97%;932;30;109;684;109
22/1/2026;00372 UTE 372 GEO POSCO II;94%;406;25;57;213;111
26/1/2026;00223 Comp Amb Santa Fe;98%;165;4;15;116;30
26/1/2026;00314 CASA Olavarría;97%;726;20;25;503;178
26/1/2026;00341 Mov. Suelos San Luis;97%;483;16;59;313;95
26/1/2026;00365 RIO TINTO;90%;724;73;120;277;254
26/1/2026;00368-YPF Acueducto TBH;94%;592;34;112;350;96
26/1/2026;00374 TERMINAL PUNTA COLORADA;95%;1029;53;82;726;168
26/1/2026;00375 YPF OLEODUCTO PR-LP;93%;478;34;34;303;107
26/1/2026;0376 VELADERO FASE 8B /SAN JUAN;97%;934;31;123;673;107
26/1/2026;00372 UTE 372 GEO POSCO II;95%;406;22;63;209;112
29/1/2026;00223 Comp Amb Santa Fe;98%;165;4;15;116;30
29/1/2026;00314 CASA Olavarría;97%;727;25;19;506;177
29/1/2026;00341 Mov. Suelos San Luis;98%;483;11;45;317;110
29/1/2026;00365 RIO TINTO;90%;724;73;125;274;252
29/1/2026;00368-YPF Acueducto TBH;97%;592;19;73;381;119
29/1/2026;00374 TERMINAL PUNTA COLORADA;90%;1032;104;78;687;163
29/1/2026;00375 YPF OLEODUCTO PR-LP;94%;481;28;37;310;106
29/1/2026;0376 VELADERO FASE 8B /SAN JUAN;96%;934;37;131;660;106
29/1/2026;00372 UTE 372 GEO POSCO II;96%;405;18;64;207;116
2/2/2026;00223 Comp Amb Santa Fe;98%;165;4;21;112;28
2/2/2026;00314 CASA Olavarría;97%;727;23;22;507;175
2/2/2026;00341 Mov. Suelos San Luis;97%;483;16;55;314;98
2/2/2026;00365 RIO TINTO;93%;724;53;120;308;243
2/2/2026;00368-YPF Acueducto TBH;96%;592;23;86;367;116
2/2/2026;00374 TERMINAL PUNTA COLORADA;91%;1032;94;55;718;165
2/2/2026;00375 YPF OLEODUCTO PR-LP;93%;482;36;43;292;111
2/2/2026;0376 VELADERO FASE 8B /SAN JUAN;98%;934;23;118;689;104
2/2/2026;00372 UTE 372 GEO POSCO II;95%;405;20;68;213;104
2/2/2026;00377-YPF 3° loop;95%;405;20;68;213;104
5/2/2026;00223 Comp Amb Santa Fe;98%;165;4;21;112;28
5/2/2026;00314 CASA Olavarría;97%;727;25;29;500;173
5/2/2026;00341 Mov. Suelos San Luis;97%;483;13;39;312;119
5/2/2026;00365 RIO TINTO;92%;724;61;127;302;234
5/2/2026;00368-YPF Acueducto TBH;95%;454;24;69;284;77
5/2/2026;00374 TERMINAL PUNTA COLORADA;90%;1037;103;87;687;160
5/2/2026;00375 YPF OLEODUCTO PR-LP;96%;483;17;23;334;109
5/2/2026;0376 VELADERO FASE 8B /SAN JUAN;98%;934;23;100;707;104
5/2/2026;00372 UTE 372 GEO POSCO II;92%;405;33;60;209;103
5/2/2026;00377-YPF 3° loop;95%;595;28;10;525;32
9/2/2026;00223 Comp Amb Santa Fe;98%;165;4;21;112;28
9/2/2026;00314 CASA Olavarría;97%;727;20;20;509;178
9/2/2026;00341 Mov. Suelos San Luis;97%;483;16;49;308;110
9/2/2026;00365 RIO TINTO;90%;724;69;133;294;228
9/2/2026;00368-YPF Acueducto TBH;98%;454;10;47;321;76
9/2/2026;00374 TERMINAL PUNTA COLORADA;89%;1067;118;90;707;152
9/2/2026;00375 YPF OLEODUCTO PR-LP;94%;484;28;24;325;107
9/2/2026;0376 VELADERO FASE 8B /SAN JUAN;97%;939;25;102;708;104
9/2/2026;00372 UTE 372 GEO POSCO II;91%;406;35;67;205;99
9/2/2026;00377-YPF 3° loop;95%;595;29;13;515;38
12/2/2026;00223 Comp Amb Santa Fe;100%;165;0;9;130;26
12/2/2026;00314 CASA Olavarría;98%;727;15;27;512;173
12/2/2026;00341 Mov. Suelos San Luis;98%;483;10;40;324;109
12/2/2026;00365 RIO TINTO;90%;724;75;153;272;224
12/2/2026;00368-YPF Acueducto TBH;98%;454;11;57;311;75
12/2/2026;00374 TERMINAL PUNTA COLORADA;91%;1067;100;63;751;153
12/2/2026;00375 YPF OLEODUCTO PR-LP;95%;484;22;26;328;108
12/2/2026;0376 VELADERO FASE 8B /SAN JUAN;97%;939;31;121;686;101
12/2/2026;00372 UTE 372 GEO POSCO II;92%;406;31;63;211;101
12/2/2026;00377-YPF 3° loop;81%;703;135;26;501;41
18/2/2026;00223 Comp Amb Santa Fe;100%;165;0;9;130;26
18/2/2026;00314 CASA Olavarría;98%;727;12;25;515;175
18/2/2026;00341 Mov. Suelos San Luis;98%;483;12;53;313;105
18/2/2026;00365 RIO TINTO;90%;724;74;151;272;227
18/2/2026;00368-YPF Acueducto TBH;99%;452;3;44;327;78
18/2/2026;00374 TERMINAL PUNTA COLORADA;92%;1078;90;62;783;143
18/2/2026;00375 YPF OLEODUCTO PR-LP;95%;474;26;39;307;102
18/2/2026;0376 VELADERO FASE 8B /SAN JUAN;97%;939;27;104;707;101
18/2/2026;00372 UTE 372 GEO POSCO II;90%;422;43;64;211;104
18/2/2026;00377-YPF 3° loop;82%;702;125;32;506;39
19/2/2026;00223 Comp Amb Santa Fe;99%;165;2;9;128;26
19/2/2026;00314 CASA Olavarría;99%;727;10;25;520;172
19/2/2026;00341 Mov. Suelos San Luis;98%;483;12;53;313;105
19/2/2026;00365 RIO TINTO;90%;724;75;155;269;225
19/2/2026;00368-YPF Acueducto TBH;99%;403;3;41;289;70
19/2/2026;00374 TERMINAL PUNTA COLORADA;91%;1077;93;72;772;140
19/2/2026;00375 YPF OLEODUCTO PR-LP;97%;474;13;38;318;105
19/2/2026;0376 VELADERO FASE 8B /SAN JUAN;97%;939;25;95;719;100
19/2/2026;00372 UTE 372 GEO POSCO II;91%;422;37;60;219;106
19/2/2026;00377-YPF 3° loop;82%;702;126;38;500;38
23/2/2026;00223 Comp Amb Santa Fe;99%;165;2;9;128;26
23/2/2026;00314 CASA Olavarría;99%;727;10;35;512;170
23/2/2026;00341 Mov. Suelos San Luis;99%;483;7;55;317;104
23/2/2026;00365 RIO TINTO;90%;724;75;168;263;218
23/2/2026;00368-YPF Acueducto TBH;99%;403;5;50;278;70
19/2/2026;00374 TERMINAL PUNTA COLORADA;91%;1077;93;72;772;140
23/2/2026;00375 YPF OLEODUCTO PR-LP;97%;474;15;44;311;104
23/2/2026;0376 VELADERO FASE 8B /SAN JUAN;98%;942;22;103;715;102
23/2/2026;00372 UTE 372 GEO POSCO II;90%;422;41;64;213;104
23/2/2026;00377-YPF 3° loop;82%;702;129;44;493;36
26/2/2026;00223 Comp Amb Santa Fe;95%;165;8;17;114;26
26/2/2026;00314 CASA Olavarría;98%;727;15;42;500;170
26/2/2026;00341 Mov. Suelos San Luis;99%;483;6;41;319;117
26/2/2026;00365 RIO TINTO;90%;724;76;171;259;218
26/2/2026;00368-YPF Acueducto TBH;99%;403;6;50;278;69
26/2/2026;00374 TERMINAL PUNTA COLORADA;92%;1077;83;100;753;141
26/2/2026;00375 YPF OLEODUCTO PR-LP;95%;475;22;50;299;104
26/2/2026;0376 VELADERO FASE 8B /SAN JUAN;97%;942;29;123;687;103
26/2/2026;00372 UTE 372 GEO POSCO II;90%;422;41;66;208;107
26/2/2026;00377-YPF 3° loop;97%;702;23;49;593;37
2/3/2026;00223 Comp Amb Santa Fe;91%;165;15;16;106;28
2/3/2026;00314 CASA Olavarría;98%;727;15;43;502;167
2/3/2026;00341 Mov. Suelos San Luis;98%;483;11;50;321;101
2/3/2026;00365 RIO TINTO;90%;723;70;153;267;233
2/3/2026;00368-YPF Acueducto TBH;100%;403;2;21;309;71
2/3/2026;00374 TERMINAL PUNTA COLORADA;94%;1077;60;72;796;149
2/3/2026;00375 YPF OLEODUCTO PR-LP;95%;475;22;40;315;98
2/3/2026;0376 VELADERO FASE 8B /SAN JUAN;97%;942;26;103;699;114
2/3/2026;00372 UTE 372 GEO POSCO II;88%;422;52;70;198;102
2/3/2026;00377-YPF 3° loop;97%;702;22;79;563;38
5/3/2026;00223 Comp Amb Santa Fe;99%;165;2;8;126;29
5/3/2026;00314 CASA Olavarría;98%;727;15;21;515;176
5/3/2026;00341 Mov. Suelos San Luis;97%;483;14;48;319;102
5/3/2026;00365 RIO TINTO;90%;723;75;154;262;232
5/3/2026;00368-YPF Acueducto TBH;99%;377;3;43;274;57
5/3/2026;00374 TERMINAL PUNTA COLORADA;93%;1077;73;104;759;141
5/3/2026;00375 YPF OLEODUCTO PR-LP;97%;471;16;44;315;96
5/3/2026;0376 VELADERO FASE 8B /SAN JUAN;97%;943;26;95;700;122
5/3/2026;00372 UTE 372 GEO POSCO II;88%;422;50;68;202;102
5/3/2026;00377-YPF 3° loop;96%;701;27;84;553;37
9/3/2026;00223 Comp Amb Santa Fe;99%;165;2;8;126;29
9/3/2026;00314 CASA Olavarría;98%;727;16;20;506;185
9/3/2026;00341 Mov. Suelos San Luis;97%;483;15;54;321;93
9/3/2026;00365 RIO TINTO;88%;805;100;192;291;222
9/3/2026;00368-YPF Acueducto TBH;99%;377;4;41;272;60
9/3/2026;00374 TERMINAL PUNTA COLORADA;92%;1077;88;122;734;133
9/3/2026;00375 YPF OLEODUCTO PR-LP;97%;471;15;42;317;97
9/3/2026;0376 VELADERO FASE 8B /SAN JUAN;99%;943;13;66;739;125
9/3/2026;00372 UTE 372 GEO POSCO II;86%;429;62;74;224;69
9/3/2026;00377-YPF 3° loop;97%;701;23;92;547;39
